instance,algorithm,cost,permutation
bur26f,GREEDY,3791716,8 6 22 1 18 20 3 15 17 2 25 21 14 16 9 4 23 12 13 11 10 0 5 24 7 19
bur26f,GREEDY,3814237,11 22 6 14 12 24 23 3 18 8 20 15 7 16 1 4 21 9 17 13 10 25 2 5 19 0
bur26f,GREEDY,3783215,8 4 11 20 18 2 0 7 16 24 5 14 21 22 9 1 23 13 10 12 17 19 25 3 6 15
bur26f,GREEDY,3816489,7 8 3 14 17 23 22 24 12 21 25 13 0 18 9 1 5 10 16 11 4 20 15 6 2 19
bur26f,GREEDY,3813507,12 14 9 6 11 0 25 23 13 3 20 15 5 10 17 19 7 18 8 16 4 24 1 2 22 21
bur26f,GREEDY,3783033,15 14 3 21 16 2 23 9 17 1 5 10 20 19 25 4 24 11 13 12 18 22 6 0 7 8
bur26f,GREEDY,3796924,20 21 7 4 10 24 6 2 13 3 19 15 5 8 11 9 23 18 17 16 12 25 0 1 14 22
bur26f,GREEDY,3792299,15 8 0 20 16 1 19 9 17 23 25 14 3 18 5 4 22 13 10 11 12 21 6 24 7 2
bur26f,GREEDY,3811657,7 19 2 20 17 1 4 8 15 3 5 14 10 18 9 0 23 13 12 11 16 21 25 22 6 24
bur26f,GREEDY,3783019,7 23 10 0 17 21 3 24 18 8 25 20 1 4 9 19 14 11 13 12 16 2 6 22 15 5
bur26f,GREEDY,3783517,15 21 12 1 16 20 3 9 18 23 6 19 0 4 24 2 25 10 13 11 17 14 5 22 8 7
bur26f,GREEDY,3809278,7 23 3 0 17 22 20 8 15 21 5 14 2 18 9 13 19 12 11 10 16 1 25 4 6 24
bur26f,GREEDY,3804149,7 22 20 0 17 19 3 8 16 6 5 21 2 18 13 4 23 12 11 10 9 1 25 14 15 24
bur26f,GREEDY,3810736,18 25 4 1 17 20 23 5 12 21 6 19 22 0 9 14 8 10 13 11 16 3 7 2 15 24
bur26f,GREEDY,3782623,15 14 1 22 16 3 20 9 18 8 5 12 19 21 25 4 0 10 11 13 17 23 6 2 7 24
bur26f,GREEDY,3824212,14 1 24 8 13 20 5 19 12 2 22 15 16 11 17 25 7 10 9 18 4 6 23 0 21 3
bur26f,GREEDY,3808566,15 0 4 19 16 3 20 7 18 22 24 21 14 17 5 10 1 12 11 13 9 23 25 2 8 6
bur26f,GREEDY,3803569,8 5 2 0 18 19 20 9 17 23 6 14 22 4 16 21 3 13 12 10 11 1 25 24 15 7
bur26f,GREEDY,3815937,0 4 9 8 10 3 7 23 11 1 14 15 5 12 17 21 2 16 6 18 13 25 19 24 20 22
bur26f,GREEDY,3796934,14 4 7 6 12 24 23 20 10 19 3 15 5 8 13 9 21 18 17 16 11 25 2 22 0 1
bur26f,GREEDY,3803819,8 22 20 3 18 14 0 9 17 7 6 2 21 4 16 1 23 12 11 13 10 19 5 24 25 15
bur26f,GREEDY,3821531,12 22 24 7 10 5 15 4 18 1 21 14 25 13 2 8 19 11 16 17 9 6 0 23 20 3
bur26f,GREEDY,3802376,15 7 19 22 16 3 0 8 18 21 5 2 14 17 11 4 20 12 10 13 9 23 6 1 24 25
bur26f,GREEDY,3794964,20 2 25 7 11 5 15 4 13 22 21 8 24 12 1 9 23 18 16 17 10 6 14 19 3 0
bur26f,GREEDY,3825224,11 22 15 25 12 23 14 3 10 19 2 24 8 16 17 4 7 9 18 13 20 6 21 5 0 1
bur26f,GREEDY,3801023,8 25 1 2 18 21 20 6 17 22 5 14 3 16 10 4 0 13 11 12 9 23 15 19 7 24
bur26f,GREEDY,3808148,9 7 3 19 18 0 14 24 16 22 8 20 1 17 12 4 2 11 13 10 15 23 5 21 25 6
bur26f,GREEDY,3794973,1 22 7 25 11 5 6 4 10 0 3 8 15 13 20 9 23 18 17 16 12 24 2 14 19 21
bur26f,GREEDY,3804149,7 22 1 2 17 21 23 8 16 5 6 0 19 18 13 4 14 10 11 12 9 20 24 3 15 25
bur26f,GREEDY,3796807,0 3 7 4 12 5 25 14 11 20 22 15 24 8 10 9 21 18 17 16 13 6 2 19 1 23
bur26f,GREEDY,3795381,2 23 25 8 12 15 6 4 11 20 3 9 7 13 21 24 22 17 16 18 10 5 0 14 1 19
bur26f,GREEDY,3807737,2 4 18 9 12 7 1 20 13 3 0 24 25 15 21 8 23 16 11 17 10 6 22 5 14 19
bur26f,GREEDY,3796101,14 19 5 4 11 7 24 0 12 2 3 8 15 9 13 6 1 18 16 17 10 25 20 23 21 22
bur26f,GREEDY,3803621,7 24 19 4 17 1 21 9 18 3 5 22 20 14 16 0 23 13 10 11 12 2 25 6 15 8
bur26f,GREEDY,3821531,12 3 6 7 10 24 15 4 18 20 2 14 5 13 21 8 19 11 16 17 9 25 0 22 1 23
bur26f,GREEDY,3794964,19 2 5 7 10 25 24 4 13 23 21 8 15 12 0 9 22 18 16 17 11 6 3 1 14 20
bur26f,GREEDY,3814237,10 23 25 14 11 5 22 3 17 7 19 15 8 16 0 4 1 9 18 13 12 6 20 24 2 21
bur26f,GREEDY,3782725,8 14 3 21 18 2 22 7 16 24 6 10 20 0 9 4 1 11 13 12 17 23 25 19 5 15
bur26f,GREEDY,3782878,7 22 10 0 17 14 1 6 18 8 5 2 23 4 9 19 3 12 11 13 16 20 25 21 15 24
bur26f,GREEDY,3797223,1 21 7 24 10 6 4 2 13 23 0 8 15 9 11 5 3 18 17 16 12 25 19 20 14 22
bur26f,GREEDY,3831752,17 5 4 22 18 23 19 6 16 21 8 14 20 13 10 9 0 12 2 11 7 1 24 3 15 25
bur26f,GREEDY,3802543,15 5 1 0 18 21 20 9 17 23 6 3 14 22 16 4 19 13 11 10 12 2 8 25 7 24
bur26f,GREEDY,3809077,20 4 16 24 11 7 8 3 10 19 21 6 15 9 1 5 23 13 18 17 12 25 14 22 0 2
bur26f,GREEDY,3796800,19 2 24 8 11 5 4 21 13 22 20 7 25 9 10 15 3 17 16 18 12 6 1 0 14 23
bur26f,GREEDY,3818648,12 4 6 3 11 25 0 19 17 14 22 8 5 16 21 15 1 18 10 13 9 24 20 2 7 23
bur26f,GREEDY,3810585,19 4 9 24 10 5 25 14 12 21 1 7 15 11 0 6 3 17 13 16 18 8 22 20 2 23
bur26f,GREEDY,3798699,14 19 24 4 12 8 7 0 11 1 21 25 6 15 13 9 22 16 17 18 10 5 2 23 3 20
bur26f,GREEDY,3794952,2 23 8 15 12 6 25 4 11 20 3 7 24 13 21 9 14 17 18 16 10 5 19 22 1 0
bur26f,GREEDY,3802860,7 9 23 2 18 21 3 24 16 25 8 19 14 0 17 4 22 10 13 12 11 20 15 5 1 6
bur26f,GREEDY,3800928,14 2 5 25 11 7 4 21 10 19 20 6 15 9 13 8 23 16 18 17 12 24 1 22 3 0
bur26f,GREEDY,3815440,19 20 9 8 10 4 7 21 13 14 0 15 24 11 17 1 3 16 25 18 12 5 23 6 22 2
bur26f,GREEDY,3783019,8 23 13 3 18 1 2 7 16 24 6 19 14 4 9 22 21 10 12 11 17 20 25 0 5 15
bur26f,GREEDY,3809183,2 22 8 15 11 5 25 4 10 0 3 7 24 13 12 14 20 17 9 16 18 6 1 21 19 23
bur26f,GREEDY,3797311,0 21 8 6 10 25 4 2 11 20 3 7 15 9 13 24 22 17 18 16 12 5 19 14 1 23
bur26f,GREEDY,3809075,0 4 17 9 10 8 1 20 12 21 23 5 25 15 19 7 6 16 11 18 13 24 14 22 2 3
bur26f,GREEDY,3783150,8 14 13 21 18 22 20 7 16 5 6 0 3 19 9 4 2 10 11 12 17 23 25 1 15 24
bur26f,GREEDY,3795205,0 1 6 9 10 8 24 4 12 21 3 7 15 11 19 5 20 17 16 18 13 25 14 23 2 22
bur26f,GREEDY,3835670,17 6 21 15 18 2 24 25 11 20 22 4 14 12 7 9 5 19 13 16 10 3 23 8 1 0
bur26f,GREEDY,3797473,14 20 8 4 13 7 2 1 10 19 3 5 15 24 12 9 23 16 18 17 11 25 22 6 0 21
bur26f,GREEDY,3815340,1 4 9 7 11 21 8 23 10 0 22 15 5 12 18 2 19 16 6 17 13 24 20 25 14 3
bur26f,GREEDY,3804534,7 2 1 22 17 21 20 8 15 23 24 13 0 18 9 4 3 10 11 12 16 14 5 19 25 6
bur26f,GREEDY,3795401,14 0 8 25 13 5 6 19 11 1 3 7 15 10 23 9 20 17 18 16 12 24 22 4 2 21
bur26f,GREEDY,3808948,9 7 20 21 18 2 1 24 16 23 8 14 3 17 10 4 0 13 11 12 15 22 6 19 25 5
bur26f,GREEDY,3802486,15 7 3 0 16 19 14 8 18 22 6 20 1 17 12 4 2 11 13 10 9 23 24 21 5 25
bur26f,GREEDY,3808474,15 19 0 4 16 20 21 8 17 1 24 14 3 18 6 10 23 13 12 11 9 2 25 22 7 5
bur26f,GREEDY,3809142,0 4 16 24 10 7 8 1 13 3 2 6 15 9 19 5 22 11 18 17 12 25 23 20 14 21
bur26f,GREEDY,3802543,8 25 2 20 18 1 23 6 17 22 5 0 19 16 13 4 14 10 12 11 9 21 15 3 7 24
bur26f,GREEDY,3783348,15 20 11 1 16 19 3 9 17 7 5 21 0 2 25 4 23 12 13 10 18 22 6 14 8 24
bur26f,GREEDY,3821531,12 22 25 7 10 6 15 4 18 20 2 14 24 13 21 8 0 11 16 17 9 5 19 23 1 3
bur26f,GREEDY,3792652,7 14 19 23 17 3 20 25 18 21 24 2 0 16 9 4 22 12 10 13 11 1 15 5 8 6
bur26f,GREEDY,3823664,11 23 24 14 12 22 4 0 18 6 20 15 25 17 1 7 21 16 10 13 9 5 2 19 8 3
bur26f,GREEDY,3782827,15 19 1 22 16 0 20 9 18 21 24 13 2 14 5 4 6 12 11 10 17 23 25 3 8 7
bur26f,GREEDY,3794925,19 1 25 8 10 5 6 4 12 2 3 7 15 11 0 9 20 17 16 18 13 24 14 22 21 23
bur26f,GREEDY,3815978,17 25 0 9 18 23 24 15 11 20 5 21 14 10 7 19 8 12 16 13 4 3 22 6 1 2
bur26f,GREEDY,3783477,15 20 11 0 16 19 21 9 17 4 25 22 23 14 6 1 5 13 12 10 18 2 24 3 7 8
bur26f,GREEDY,3796053,2 3 24 4 11 7 6 14 10 0 23 8 15 9 12 25 1 18 16 17 13 5 20 21 19 22
bur26f,GREEDY,3797458,0 21 8 4 10 7 1 2 13 3 19 24 15 6 11 9 20 16 18 17 12 5 23 25 14 22
bur26f,GREEDY,3812225,0 22 8 25 10 5 6 21 11 20 3 15 24 13 19 9 2 18 12 16 17 7 14 23 1 4
bur26f,GREEDY,3804508,7 2 14 0 17 21 3 8 15 23 24 10 20 18 9 4 19 11 13 12 16 22 6 1 25 5
bur26f,GREEDY,3837186,18 21 3 9 12 20 1 5 10 0 2 7 6 17 8 19 25 13 16 11 4 24 23 15 14 22
bur26f,GREEDY,3783245,15 23 13 4 16 21 3 9 18 8 25 0 14 19 6 22 1 10 11 12 17 2 24 20 7 5
bur26f,GREEDY,3783157,7 14 13 2 17 23 19 8 16 5 24 20 3 1 9 4 21 11 10 12 18 22 6 0 25 15
bur26f,GREEDY,3819385,17 24 1 15 18 23 5 6 10 19 25 14 2 13 7 3 8 12 11 16 4 20 22 9 0 21
bur26f,GREEDY,3796238,14 19 25 4 13 7 5 0 12 21 22 8 15 9 11 24 3 18 16 17 10 6 23 20 1 2
bur26f,GREEDY,3783601,15 21 12 20 16 1 3 8 17 9 6 0 4 19 24 2 22 10 13 11 18 23 5 14 7 25
bur26f,GREEDY,3802746,15 24 14 21 17 19 3 9 18 23 25 1 2 20 16 4 22 11 13 12 10 0 7 6 8 5
bur26f,GREEDY,3796245,14 21 24 4 13 7 5 2 10 19 3 8 6 9 11 15 22 18 16 17 12 25 23 20 1 0
bur26f,GREEDY,3783508,15 22 12 21 16 3 0 9 17 23 5 20 14 4 24 2 25 11 10 13 18 19 6 1 7 8
bur26f,GREEDY,3783313,8 23 12 2 18 14 1 7 16 24 25 19 22 4 9 21 3 10 11 13 17 20 5 0 15 6
bur26f,GREEDY,3799743,7 3 13 23 18 0 22 15 24 9 8 20 14 1 17 4 2 11 12 10 16 19 6 21 5 25
bur26f,GREEDY,3808594,15 4 2 21 16 20 22 7 18 1 24 0 14 17 6 12 23 10 13 11 9 3 25 19 8 5
bur26f,GREEDY,3793340,8 24 1 0 18 14 23 15 17 2 5 21 20 16 9 4 19 12 11 10 13 22 25 6 7 3
bur26f,GREEDY,3783472,15 3 13 4 16 23 21 9 17 20 6 19 14 0 24 22 25 10 12 11 18 1 5 2 7 8
bur26f,GREEDY,3809073,0 4 17 7 10 8 22 14 12 2 23 25 5 15 19 9 24 16 13 18 11 6 3 20 21 1
bur26f,GREEDY,3806050,15 6 0 21 18 2 3 9 17 7 5 20 19 1 16 4 24 11 10 12 13 22 8 25 14 23
bur26f,GREEDY,3783627,15 4 11 1 16 2 19 7 18 9 6 14 21 22 24 20 23 13 10 12 17 0 5 3 8 25
bur26f,GREEDY,3793340,7 24 0 1 17 14 3 6 18 2 5 21 19 16 9 4 20 12 10 11 13 23 15 25 8 22
bur26f,GREEDY,3802860,8 9 23 20 17 1 3 6 16 25 7 19 14 0 18 4 22 10 13 11 12 21 15 5 2 24
bur26f,GREEDY,3782800,15 21 3 0 16 2 22 9 18 8 24 10 14 20 6 4 19 11 13 12 17 23 25 1 7 5
bur26f,GREEDY,3807657,2 4 18 8 12 7 22 14 10 19 1 25 24 15 21 9 23 16 13 17 11 5 3 6 0 20
bur26f,GREEDY,3811840,1 4 25 24 11 5 6 19 13 3 2 9 7 15 20 16 22 10 18 17 12 8 23 0 14 21
bur26f,GREEDY,3807786,9 24 2 23 17 3 14 5 18 0 6 4 19 16 11 21 20 10 12 13 8 22 7 1 15 25
bur26f,GREEDY,3793340,8 25 2 1 18 14 23 15 17 0 5 19 21 16 9 4 20 10 12 11 13 22 24 6 7 3
bur26f,GREEDY,3809142,8 1 20 14 18 22 2 7 15 3 5 19 4 17 9 11 21 10 12 13 16 23 25 0 6 24
bur26f,GREEDY,3793340,8 5 19 1 18 14 3 15 17 2 24 21 0 16 9 4 20 12 10 11 13 22 6 25 7 23
bur26f,GREEDY,3783182,7 20 11 14 17 3 19 8 16 25 24 2 4 21 9 1 22 12 10 13 18 23 6 0 15 5
bur26f,GREEDY,3787364,7 2 3 4 17 0 22 8 16 24 25 20 19 21 9 12 14 11 13 10 18 23 5 1 15 6
bur26f,GREEDY,3782878,7 23 12 2 17 14 0 5 18 8 6 20 22 4 9 21 3 11 10 13 16 19 24 1 15 25
bur26f,GREEDY,3826731,21 3 9 25 12 22 7 1 10 0 23 15 24 13 18 14 5 11 17 16 4 6 2 8 19 20
bur26f,GREEDY,3823312,10 15 25 3 12 5 6 4 18 1 19 14 7 13 0 8 21 17 16 11 9 24 2 23 20 22
bur26f,GREEDY,3783454,7 22 10 0 17 21 3 8 16 6 5 20 1 4 9 19 14 11 13 12 18 2 25 23 15 24
bur26f,GREEDY,3787233,7 0 4 2 17 21 22 8 16 24 6 1 14 19 9 10 3 11 13 12 18 23 25 20 5 15
bur26f,GREEDY,3792234,8 6 14 4 18 21 3 24 17 20 25 1 2 16 9 22 23 11 13 12 10 0 15 5 7 19
bur26f,GREEDY,3800223,7 25 3 0 17 19 14 5 18 22 6 20 1 16 12 4 21 11 13 10 9 23 15 2 8 24
bur26f,GREEDY,3792384,15 8 21 23 16 3 2 9 17 20 5 1 14 18 25 4 22 11 12 13 10 0 24 6 7 19
bur26f,GREEDY,3804514,7 22 20 2 17 14 1 8 15 0 25 12 19 18 9 4 3 10 11 13 16 23 5 21 24 6
bur26f,GREEDY,3796053,21 3 6 4 11 8 24 14 10 0 23 7 15 9 12 5 20 17 16 18 13 25 1 2 19 22
bur26f,GREEDY,3794979,2 23 8 24 12 5 6 4 11 20 14 7 15 13 21 9 22 17 18 16 10 25 3 19 1 0
bur26f,GREEDY,3828040,16 24 21 14 17 23 0 9 15 22 6 20 3 18 10 8 19 11 4 13 12 2 7 5 25 1
tai64c,STEEPEST,1864444,32 23 58 11 29 12 25 1 35 27 36 53 31 38 56 30 24 2 60 3 19 52 8 16 54 57 13 14 46 48 42 17 59 4 63 40 20 6 22 10 55 43 18 0 34 28 47 41 45 21 49 44 39 9 51 7 61 5 62 15 33 37 26 50
tai64c,STEEPEST,1855928,37 3 48 30 24 28 10 58 35 19 32 6 21 33 39 43 38 0 44 46 34 12 26 2 57 29 16 22 15 42 13 20 17 1 31 11 50 62 23 8 41 45 49 59 51 9 36 25 27 18 5 56 63 60 55 4 47 54 52 53 7 14 61 40
tai64c,STEEPEST,1866842,15 23 57 8 32 55 27 16 2 35 30 34 26 60 3 39 49 38 5 44 6 54 24 53 52 40 14 36 58 33 37 7 29 46 12 61 21 11 47 43 56 42 31 22 25 59 19 9 48 63 10 62 0 20 13 17 1 28 41 51 18 45 4 50
tai64c,STEEPEST,1858710,58 15 38 4 44 17 51 36 37 21 20 19 60 40 45 5 49 1 47 26 62 11 31 46 39 59 53 6 29 42 56 10 55 12 16 32 13 0 52 25 48 50 63 30 27 24 54 2 34 35 14 3 22 28 33 61 41 8 18 43 57 9 23 7
tai64c,STEEPEST,1864686,44 23 62 53 56 58 25 11 42 47 1 24 8 19 18 32 6 50 59 39 41 52 2 55 29 26 35 9 17 34 14 61 51 12 13 21 38 5 27 33 22 40 28 7 46 43 20 4 63 48 45 49 60 31 54 16 36 0 57 3 30 10 15 37
tai64c,STEEPEST,1857646,36 54 33 60 42 63 0 34 7 39 13 1 58 26 24 55 23 15 17 46 45 12 61 32 38 5 35 11 51 44 21 9 48 27 29 53 49 20 62 40 56 8 52 43 4 19 6 22 30 31 18 50 59 25 47 16 2 14 3 28 10 37 41 57
tai64c,STEEPEST,1863678,63 23 3 26 41 17 43 34 8 14 29 44 2 35 11 62 19 24 27 51 21 47 45 16 50 9 33 7 61 1 48 49 13 38 55 39 22 53 28 4 59 5 30 60 18 12 52 25 56 58 15 6 36 20 32 57 10 31 46 42 37 0 40 54
tai64c,STEEPEST,1864686,14 23 6 39 60 59 44 7 20 16 28 61 49 9 50 36 33 5 13 8 40 34 56 12 26 32 47 41 37 0 25 15 62 48 3 29 53 18 17 2 57 30 24 45 11 21 51 52 38 4 31 43 54 22 1 19 35 55 63 58 10 42 27 46
tai64c,STEEPEST,1866842,13 29 42 27 58 25 33 34 12 26 32 14 38 48 1 61 30 39 3 60 7 46 18 51 11 24 62 43 53 44 9 56 17 55 16 10 59 45 19 63 47 5 50 20 40 6 28 49 23 15 37 57 36 41 35 8 21 2 52 0 54 4 31 22
tai64c,STEEPEST,1859480,27 7 47 36 6 25 9 32 14 51 55 17 62 53 43 39 12 21 1 20 63 16 0 33 61 13 40 15 8 44 45 46 29 41 10 42 18 35 19 3 26 30 58 54 11 56 22 60 5 50 2 48 28 52 4 31 49 57 37 24 34 38 23 59
tai64c,STEEPEST,1857646,11 43 30 50 42 38 37 55 26 53 28 14 1 15 12 45 2 34 0 36 29 44 22 39 24 61 52 48 40 4 25 59 17 54 8 27 60 31 33 5 16 62 35 32 6 13 46 49 3 47 23 56 51 18 9 41 20 57 7 63 10 21 19 58
tai64c,STEEPEST,1863678,21 37 9 22 44 60 34 20 1 59 16 61 63 10 58 56 47 17 62 3 32 42 41 50 12 36 49 33 30 13 0 57 39 48 4 40 2 23 29 45 52 14 26 53 18 25 43 11 51 27 8 24 38 28 55 46 7 31 19 15 5 54 6 35
tai64c,STEEPEST,1858710,49 45 14 6 40 56 47 46 37 7 62 52 42 9 31 16 19 43 41 10 54 33 59 5 38 3 58 32 36 8 61 30 28 34 50 11 13 26 39 25 23 44 51 63 24 20 17 2 21 4 48 1 15 12 53 35 22 57 55 18 29 60 27 0
tai64c,STEEPEST,1860348,61 7 60 43 12 21 4 49 51 24 46 56 37 34 40 14 42 3 30 10 45 27 47 0 44 59 22 23 31 9 57 50 15 25 2 63 39 41 19 6 53 33 18 32 16 1 62 28 52 11 38 8 20 35 26 5 54 13 48 55 58 36 17 29
tai64c,STEEPEST,1857646,38 36 26 57 24 62 19 20 52 23 9 22 49 3 29 12 50 51 28 46 41 43 56 15 2 48 5 45 6 32 55 54 27 59 40 14 30 44 11 37 1 33 18 4 21 53 42 58 34 35 31 13 63 7 61 17 25 8 16 10 47 60 39 0
tai64c,STEEPEST,1860702,41 45 57 31 39 18 32 52 20 7 13 36 56 4 16 0 30 23 50 5 61 24 46 19 10 60 34 22 15 1 26 59 62 48 14 8 27 54 55 42 29 3 58 47 25 2 44 6 17 33 53 37 49 40 21 38 11 28 43 9 51 12 63 35
tai64c,STEEPEST,1867264,41 48 54 42 2 32 44 60 3 36 14 23 49 63 12 58 33 46 1 13 4 31 26 21 0 18 62 40 28 30 29 47 61 15 51 56 37 10 50 25 59 9 24 7 39 22 43 11 34 35 45 20 19 5 53 16 57 52 8 55 17 38 27 6
tai64c,STEEPEST,1866152,55 33 4 48 12 22 28 52 11 24 62 36 39 27 60 32 15 16 35 3 19 18 8 49 5 31 50 57 56 34 30 45 25 41 10 46 43 2 44 51 54 63 38 42 20 61 14 9 40 26 7 29 6 53 21 37 0 58 17 23 13 47 1 59
tai64c,STEEPEST,1860702,54 12 27 32 29 1 21 25 26 28 47 19 22 62 43 57 24 11 61 10 13 4 36 8 34 31 58 50 49 20 48 41 0 17 55 2 60 38 5 33 16 18 40 59 51 63 30 42 15 9 23 56 44 6 35 39 52 14 45 3 37 46 53 7
tai64c,STEEPEST,1858710,18 33 7 22 13 47 2 21 6 30 26 32 11 42 59 37 19 31 56 34 39 38 0 24 57 51 5 45 41 46 15 53 3 48 58 28 1 27 10 43 62 61 12 55 35 23 29 16 50 54 63 20 44 25 8 36 9 60 40 52 4 49 17 14
tai64c,STEEPEST,1864238,42 26 44 4 14 61 32 43 47 5 30 38 63 17 15 8 49 27 37 48 60 10 34 21 16 2 57 0 54 23 35 9 18 56 31 24 22 39 29 25 13 52 33 11 58 6 28 1 19 12 45 41 40 62 46 53 51 55 59 20 50 3 36 7
tai64c,STEEPEST,1857646,28 26 59 14 47 52 45 19 53 11 22 4 31 37 7 55 48 51 39 27 57 41 56 50 0 49 38 60 1 43 6 58 21 42 9 13 54 35 32 36 23 24 15 20 10 44 61 3 17 5 29 16 46 62 30 63 18 25 34 8 40 12 33 2
tai64c,STEEPEST,1882540,22 57 6 47 5 44 10 56 15 45 52 36 30 37 62 18 32 38 1 42 9 61 0 50 11 16 54 20 26 53 29 34 14 60 2 13 25 7 48 17 55 24 51 39 33 28 21 12 59 35 4 43 27 8 41 31 3 19 58 46 40 23 49 63
tai64c,STEEPEST,1863678,6 54 62 50 11 44 4 23 57 31 0 48 15 32 37 58 42 61 20 43 12 46 40 7 27 8 19 49 33 47 24 35 13 25 63 28 10 16 9 55 1 39 5 22 56 34 51 18 21 53 17 41 59 2 45 52 30 38 3 29 36 60 14 26
tai64c,STEEPEST,1855928,24 37 35 11 63 59 54 50 16 9 49 34 18 6 38 1 60 15 48 22 43 30 53 14 56 62 40 3 29 4 27 10 32 2 13 19 23 45 31 36 44 25 28 41 8 55 58 7 42 46 5 47 52 17 33 21 12 26 61 20 39 0 51 57
tai64c,STEEPEST,1901636,23 45 60 24 14 7 29 36 38 1 25 8 22 34 42 53 21 32 27 63 35 37 40 9 50 44 56 12 26 0 13 54 5 59 11 61 41 28 62 48 51 43 30 33 6 16 3 58 31 4 17 49 55 15 47 18 39 57 52 10 20 19 46 2
tai64c,STEEPEST,1863794,3 38 10 37 17 30 34 31 23 52 14 54 7 21 9 42 29 2 39 58 61 19 15 46 48 55 57 1 50 8 25 44 16 5 13 36 40 49 22 11 59 45 63 41 12 26 20 24 53 28 6 35 51 47 33 0 43 62 60 32 18 4 27 56
tai64c,STEEPEST,1863678,54 8 48 22 24 62 60 32 34 28 53 4 38 7 43 0 25 21 50 31 18 37 51 44 11 23 2 13 10 47 63 16 49 20 41 56 35 61 12 58 6 45 30 17 3 39 26 36 14 46 5 15 42 55 40 19 57 59 29 33 1 27 52 9
tai64c,STEEPEST,1863794,42 20 38 37 35 0 62 3 34 6 16 10 29 60 41 32 49 43 52 51 44 18 8 54 2 23 36 17 1 55 40 28 26 56 5 19 50 13 11 24 59 57 39 30 4 33 53 25 15 9 47 58 31 22 45 7 63 61 27 12 48 14 46 21
tai64c,STEEPEST,1863678,10 45 48 21 37 61 16 40 13 54 0 60 26 19 2 58 47 50 33 41 4 18 56 27 31 3 42 63 38 24 9 17 28 30 51 1 44 55 57 53 35 7 59 20 32 11 29 12 43 46 22 14 62 15 52 39 49 25 6 36 8 34 5 23
tai64c,STEEPEST,1863678,24 10 35 46 18 16 62 63 32 34 39 3 31 6 53 8 37 15 45 20 21 27 26 56 2 38 4 52 5 42 13 47 25 59 58 36 55 22 7 28 11 40 41 49 12 33 50 44 57 14 1 19 60 61 54 30 29 17 48 51 0 43 23 9
tai64c,STEEPEST,1857646,17 25 50 57 5 39 51 41 10 19 54 36 33 37 6 29 62 46 4 34 12 24 58 27 11 26 45 13 40 32 53 20 56 14 23 8 31 52 9 28 63 7 16 48 60 22 18 21 61 49 35 38 0 42 3 59 2 30 1 15 44 55 47 43
tai64c,STEEPEST,1863678,48 9 36 24 54 50 59 25 27 37 62 11 26 33 1 63 0 47 32 40 49 43 60 41 42 44 39 6 28 12 52 17 16 7 15 23 14 58 34 10 45 56 51 31 5 61 20 38 18 4 29 46 13 22 35 30 55 53 21 3 19 8 57 2
tai64c,STEEPEST,1865994,28 39 15 30 54 37 59 16 6 17 4 62 20 31 5 36 23 34 46 32 7 22 44 43 10 38 2 18 24 61 8 51 33 19 47 21 35 52 53 26 0 42 14 9 25 1 56 57 40 60 45 27 48 58 50 29 55 11 49 63 3 13 12 41
tai64c,STEEPEST,1866152,19 50 24 22 26 37 52 35 51 62 40 2 56 4 17 0 43 7 47 58 21 30 29 15 23 46 16 11 44 8 20 32 27 42 41 45 48 34 49 3 18 9 54 57 5 33 63 36 55 39 60 53 14 13 1 59 10 25 12 38 6 31 61 28
tai64c,STEEPEST,1863678,43 26 35 2 17 60 48 18 55 7 40 14 30 12 53 5 13 22 45 0 19 51 36 21 49 52 38 61 58 46 11 34 50 3 44 8 37 31 29 32 20 54 62 57 24 9 16 1 25 63 4 39 59 56 28 33 6 47 42 27 23 10 15 41
tai64c,STEEPEST,1857646,38 36 43 32 12 19 13 26 49 2 39 27 56 34 5 28 44 20 14 11 42 23 53 18 59 16 35 58 51 7 22 9 52 10 29 1 50 30 55 61 48 62 57 40 21 41 37 6 15 31 54 8 60 4 24 46 63 3 17 25 47 33 45 0
tai64c,STEEPEST,1860348,31 10 58 8 30 52 56 0 54 40 34 23 26 2 24 38 11 57 3 39 44 29 49 25 19 55 27 53 16 4 45 15 22 36 21 7 50 46 62 12 60 5 47 33 41 13 42 63 48 28 37 1 43 9 61 6 51 32 17 59 20 14 35 18
tai64c,STEEPEST,1864686,51 10 39 5 14 28 26 44 45 60 33 61 15 0 31 8 37 46 2 49 59 53 41 20 11 22 27 57 4 29 25 35 56 63 12 19 16 32 7 55 18 62 43 36 52 58 50 40 6 23 1 17 9 47 48 13 42 24 21 54 30 34 3 38
tai64c,STEEPEST,1863794,32 51 58 29 39 36 10 50 6 41 37 59 9 33 44 42 21 60 12 19 27 63 8 28 5 20 46 17 40 47 38 45 43 34 14 0 25 1 57 18 23 7 48 35 26 16 24 2 15 22 56 55 53 11 49 61 13 3 30 4 54 52 31 62
tai64c,STEEPEST,1866152,27 43 58 53 59 32 54 15 41 48 26 8 44 1 34 4 30 11 16 14 50 19 13 57 18 55 21 33 10 45 40 0 60 29 12 22 35 23 52 42 6 17 47 20 37 36 5 51 49 25 63 31 2 24 62 56 3 28 7 39 61 38 9 46
