instance,algorithm,cost,permutation
tai64c,STEEPEST,1864686,33 20 63 47 4 40 50 2 48 5 26 23 56 38 25 60 42 14 53 8 22 13 3 44 1 57 61 52 39 32 35 17 31 24 12 19 9 30 10 45 11 46 55 15 58 27 34 21 59 29 28 0 62 36 6 49 43 7 51 54 41 18 16 37
tai64c,STEEPEST,1857646,11 57 34 38 35 33 32 63 44 28 13 9 36 20 12 50 40 0 51 15 43 25 30 39 14 45 60 47 27 10 54 7 61 1 53 4 22 42 24 29 58 52 19 16 46 6 55 59 23 2 26 31 41 49 56 3 21 48 17 5 37 8 62 18
tai64c,STEEPEST,1856396,14 4 55 5 30 8 24 9 39 63 44 41 62 27 25 17 3 15 32 7 53 10 38 58 34 16 19 43 26 35 20 37 48 1 31 57 6 50 18 12 61 36 33 56 59 22 54 60 0 21 13 11 28 2 46 51 29 42 52 47 49 40 45 23
tai64c,STEEPEST,1855928,37 51 18 32 9 57 61 46 4 19 11 16 29 31 8 14 30 50 27 49 55 15 21 59 2 48 3 41 7 22 60 42 54 52 36 28 35 24 6 62 10 33 53 0 44 39 38 63 47 23 13 25 43 5 58 56 17 34 12 45 26 40 20 1
tai64c,STEEPEST,1863678,6 57 12 29 32 30 2 20 23 49 37 21 38 46 43 58 33 44 61 11 41 7 45 1 17 3 36 52 59 54 62 25 28 48 63 0 53 40 19 9 18 31 50 42 26 4 15 47 24 34 8 56 51 35 22 5 16 13 55 27 10 39 60 14
tai64c,STEEPEST,1865494,15 56 47 25 8 36 33 6 14 34 12 40 59 16 38 22 11 54 19 60 26 50 2 18 13 39 5 46 0 44 21 51 62 58 20 29 48 63 41 4 35 24 1 42 9 53 61 52 10 49 31 57 55 45 3 27 17 28 7 32 23 30 43 37
tai64c,STEEPEST,1866552,24 22 9 43 0 49 56 35 62 16 51 40 34 15 5 54 2 55 4 44 21 50 14 46 47 33 57 61 1 19 3 30 10 45 25 41 52 31 63 26 53 13 12 60 36 58 7 42 59 17 48 39 11 29 32 27 6 28 18 20 38 23 8 37
tai64c,STEEPEST,1865994,61 6 25 0 50 26 30 60 27 17 46 16 62 37 14 8 35 1 54 9 57 11 43 21 24 42 48 19 22 44 31 49 59 5 51 7 38 15 33 10 55 58 29 41 28 2 13 18 56 32 4 36 39 45 47 3 63 34 20 23 40 12 53 52
tai64c,STEEPEST,1857646,49 30 2 53 55 47 43 27 62 34 44 28 12 37 26 8 35 10 20 40 21 33 61 17 50 42 13 11 19 0 46 1 32 38 14 57 39 56 24 59 51 3 25 9 18 16 6 41 54 52 45 22 23 15 29 60 5 58 31 63 7 48 4 36
tai64c,STEEPEST,1864686,50 51 8 29 26 4 31 19 60 33 43 56 20 30 61 9 44 0 34 18 3 41 35 48 45 54 47 14 59 37 5 52 12 57 1 39 11 63 28 58 36 13 32 17 40 49 2 23 21 10 55 25 7 15 24 62 22 38 53 16 42 27 46 6
tai64c,STEEPEST,1858710,9 33 63 38 3 60 57 62 37 34 14 30 41 45 0 59 19 18 1 25 42 36 51 29 4 28 54 50 2 16 12 13 35 47 8 23 43 27 58 15 39 46 61 32 53 48 7 49 5 21 24 52 10 40 17 20 55 31 6 22 56 44 11 26
tai64c,STEEPEST,1867264,42 10 53 18 34 12 46 0 41 57 21 5 38 61 31 22 20 8 24 32 37 30 3 43 40 52 49 25 6 29 33 16 2 15 1 36 62 47 27 59 39 58 50 13 11 48 7 26 4 14 54 28 35 23 51 60 63 55 19 9 45 44 56 17
tai64c,STEEPEST,1876252,7 26 20 54 2 28 6 45 17 48 42 53 16 33 46 23 15 11 31 4 18 3 57 10 34 29 37 36 39 30 38 41 32 60 0 43 22 59 5 27 8 51 21 14 12 49 44 47 58 40 62 56 24 25 1 55 52 13 9 35 63 61 19 50
tai64c,STEEPEST,1857646,47 5 25 22 8 42 11 14 20 62 45 31 13 33 15 32 1 40 7 35 10 39 53 55 63 19 21 61 23 37 0 49 9 41 36 12 44 26 51 17 50 38 54 34 60 3 27 56 48 6 43 2 30 29 24 4 59 58 57 28 52 16 18 46
tai64c,STEEPEST,1859480,60 44 42 40 59 17 61 54 51 8 25 18 3 45 4 26 20 35 33 19 38 53 47 29 0 50 11 56 10 52 41 30 57 27 63 49 24 62 9 48 2 14 21 7 39 22 34 28 46 13 32 55 36 15 1 31 5 37 12 23 6 16 43 58
tai64c,STEEPEST,1864444,58 50 22 2 30 27 19 45 16 11 49 18 44 8 34 0 15 62 20 26 42 52 35 56 3 59 37 12 57 9 55 36 29 63 24 60 40 28 51 13 48 7 31 6 23 43 5 53 39 21 33 32 41 46 14 54 17 4 61 47 38 10 25 1
tai64c,STEEPEST,1865994,58 36 3 49 6 59 9 56 11 63 50 39 22 37 46 33 21 47 2 23 4 14 10 13 52 20 54 31 38 27 17 24 12 61 62 8 40 55 7 45 42 48 35 43 30 15 19 60 34 0 51 28 1 32 25 5 26 57 53 16 18 44 41 29
tai64c,STEEPEST,1863678,32 26 6 15 50 16 42 43 7 19 30 24 63 12 55 22 36 38 60 2 34 21 47 54 45 0 14 31 25 3 23 1 35 17 49 9 29 56 62 13 41 57 51 58 28 40 5 53 37 11 52 4 48 61 27 20 39 33 44 18 46 10 59 8
tai64c,STEEPEST,1863678,40 55 41 20 0 33 35 44 61 48 16 19 59 47 45 6 22 5 36 9 21 12 57 27 34 62 51 52 13 30 26 11 60 58 3 50 17 4 63 29 8 32 24 14 15 18 38 28 56 49 23 2 46 1 54 31 37 7 43 39 42 25 53 10
tai64c,STEEPEST,1864686,34 1 16 46 48 35 61 3 60 55 36 50 6 47 23 27 12 59 11 63 44 54 7 41 29 43 53 13 30 39 51 22 5 26 25 45 8 20 32 15 38 42 4 33 18 14 0 37 9 24 17 62 57 19 31 28 40 58 49 2 56 10 21 52
tai64c,STEEPEST,1857646,49 37 4 18 35 12 17 2 47 34 57 28 38 33 51 41 3 46 11 23 9 32 15 27 30 36 25 48 21 53 8 22 19 1 54 26 7 44 45 58 20 59 29 42 16 52 39 10 43 6 62 0 13 5 40 60 24 14 55 56 61 31 50 63
tai64c,STEEPEST,1859480,31 63 38 14 51 57 34 48 55 11 16 2 54 10 18 36 20 49 23 62 46 37 42 5 24 1 28 39 60 3 15 30 61 50 58 0 33 29 47 43 25 7 40 13 45 12 41 4 59 44 32 35 21 26 27 53 22 56 9 52 8 17 19 6
tai64c,STEEPEST,1864444,20 57 41 43 28 18 58 54 60 11 17 3 59 15 10 40 63 44 21 62 26 46 49 53 47 12 13 24 56 8 27 5 35 36 52 2 25 19 31 37 48 39 61 29 16 6 23 7 33 0 14 30 50 42 22 34 51 55 45 9 32 4 38 1
tai64c,STEEPEST,1863678,7 48 6 61 59 44 11 36 60 58 13 43 47 29 52 19 39 55 62 9 50 5 31 10 54 0 63 21 23 14 41 57 27 37 42 2 22 38 8 15 12 33 20 17 53 35 18 46 56 16 1 45 28 26 3 49 32 24 51 40 4 25 34 30
tai64c,STEEPEST,1863678,58 45 15 29 26 34 6 50 5 56 4 48 2 30 46 17 21 44 40 27 61 31 19 63 37 13 20 0 49 7 33 8 25 1 54 35 43 23 52 38 55 57 28 53 9 42 14 3 24 41 11 32 62 22 18 60 12 51 36 16 10 47 39 59
tai64c,STEEPEST,1875660,13 22 17 26 39 24 37 9 14 1 34 8 19 12 31 25 50 62 52 57 45 30 49 61 11 16 4 18 35 0 51 41 44 42 33 54 55 27 32 48 59 56 15 3 40 2 58 5 21 10 28 23 29 60 43 47 36 38 46 7 20 6 63 53
tai64c,STEEPEST,1901636,55 60 3 58 21 19 63 59 2 62 61 57 7 30 25 41 54 48 33 18 47 17 6 53 36 0 29 5 39 13 28 20 27 40 26 50 44 9 34 10 22 14 1 24 8 16 42 37 4 49 32 35 52 38 15 45 43 56 23 31 11 51 12 46
tai64c,STEEPEST,1866842,8 38 18 48 14 32 9 23 60 39 34 1 44 49 61 22 7 50 31 16 57 35 3 62 24 63 4 20 10 29 43 21 47 51 36 53 59 58 30 6 28 5 26 33 12 56 17 52 13 19 46 45 27 54 55 11 41 15 0 42 2 40 37 25
tai64c,STEEPEST,1857646,26 50 35 63 59 12 62 25 57 22 1 46 17 20 24 10 31 55 48 32 4 33 18 49 15 0 53 58 42 61 54 2 39 52 38 8 14 7 21 30 34 11 45 28 41 51 27 36 44 40 19 56 16 3 47 6 23 9 29 5 60 37 13 43
tai64c,STEEPEST,1857646,21 59 9 13 16 27 20 1 53 17 37 18 7 15 22 42 44 10 23 60 28 58 62 3 14 35 57 11 40 8 56 24 25 5 32 47 33 54 38 48 49 41 50 43 31 12 61 6 63 2 55 4 51 39 52 19 46 30 45 26 29 0 36 34
tai64c,STEEPEST,1864686,62 46 60 13 0 18 24 42 11 34 7 35 58 38 4 26 54 50 48 30 31 16 57 23 9 37 59 36 3 22 43 61 21 33 6 39 45 25 8 17 5 20 27 56 40 14 52 63 19 53 44 1 28 2 55 29 51 10 32 47 41 15 49 12
tai64c,STEEPEST,1865994,0 62 12 56 55 3 14 54 49 40 34 38 30 59 24 51 17 58 33 1 31 9 60 7 46 2 18 22 48 23 13 42 28 41 26 8 36 11 25 4 39 19 52 50 16 29 45 57 47 6 35 32 5 21 43 10 53 20 15 63 37 61 27 44
tai64c,STEEPEST,1866842,39 1 55 5 57 54 56 43 53 18 63 27 50 0 46 8 25 22 2 33 38 37 36 19 15 48 40 45 14 4 26 6 31 12 41 10 29 60 34 24 44 28 62 47 58 42 9 21 3 35 61 11 30 16 23 52 20 49 13 17 32 59 7 51
tai64c,STEEPEST,1858710,62 12 43 25 2 57 47 3 61 39 28 55 17 29 44 13 11 49 7 59 8 45 0 23 27 35 14 63 46 37 20 34 50 6 32 15 5 53 41 9 36 38 18 33 60 40 30 19 10 42 16 4 22 1 21 58 56 48 54 26 51 52 24 31
tai64c,STEEPEST,1913788,42 22 34 17 3 18 19 5 13 26 9 47 25 35 27 23 0 62 24 54 57 6 45 51 16 28 14 4 53 30 10 49 33 2 52 50 55 40 48 39 58 43 31 60 38 11 59 8 63 32 41 1 44 36 37 20 21 7 46 61 56 29 12 15
tai64c,STEEPEST,1857646,19 43 41 37 32 56 57 20 22 61 12 60 0 13 5 38 7 28 24 39 51 31 26 50 47 59 6 34 36 4 21 53 46 16 15 35 23 25 17 9 42 11 48 2 30 8 29 62 27 52 33 45 14 49 58 54 3 63 55 10 18 40 1 44
tai64c,STEEPEST,1855928,8 52 13 48 49 3 34 31 47 50 6 33 42 15 44 43 1 35 60 27 9 19 2 46 23 39 26 37 56 18 29 17 7 41 5 55 21 59 4 14 58 20 32 16 0 36 22 30 61 12 53 63 51 25 10 38 45 40 62 11 28 54 24 57
tai64c,STEEPEST,1866552,39 60 24 38 36 14 47 52 5 20 16 7 29 25 10 21 34 19 27 22 23 54 42 35 28 2 49 26 3 13 4 37 57 40 31 32 46 56 61 58 43 63 11 33 6 55 17 0 30 59 51 48 62 41 50 15 53 1 45 9 44 12 18 8
tai64c,STEEPEST,1863678,21 12 54 3 55 14 31 19 63 28 47 37 15 46 2 25 23 9 56 17 5 20 34 40 27 58 26 33 49 45 42 10 62 6 32 7 52 4 43 29 41 51 18 48 16 44 59 8 38 13 0 50 39 24 61 30 53 57 60 22 36 11 35 1
tai64c,STEEPEST,1857646,22 42 47 9 48 15 10 50 1 46 41 62 37 24 61 34 63 49 7 60 12 51 55 32 8 27 20 39 43 28 5 54 53 44 33 23 2 25 29 59 6 52 3 56 30 19 21 40 31 57 45 26 4 17 0 13 18 11 36 35 16 58 38 14
tai64c,STEEPEST,1863794,34 43 59 54 8 23 3 30 11 60 0 15 46 21 36 58 63 56 29 55 2 38 31 39 12 33 22 44 51 48 10 26 17 40 19 1 14 47 28 45 53 4 20 41 16 6 61 24 13 52 62 5 50 49 37 7 27 9 42 57 32 35 18 25
tai64c,STEEPEST,1864686,33 4 17 11 28 25 49 10 16 30 18 20 48 35 42 29 56 0 51 44 53 1 34 40 39 43 22 8 36 50 21 2 57 5 38 54 14 41 47 59 61 27 23 32 6 26 12 60 3 58 7 62 52 45 24 63 13 37 19 31 15 9 55 46
tai64c,STEEPEST,1864686,36 26 12 63 43 15 3 22 45 14 18 58 20 32 38 47 7 25 59 48 5 46 8 54 33 13 6 24 16 19 41 42 39 50 52 61 27 0 57 1 60 9 40 2 34 29 31 23 44 21 28 51 30 37 10 56 11 49 53 62 4 35 17 55
tai64c,STEEPEST,1867264,29 11 31 45 50 58 22 37 24 21 42 60 5 41 1 18 3 36 2 23 40 61 35 38 57 20 46 32 30 4 26 59 27 12 54 0 33 62 55 34 52 53 51 56 15 8 25 7 14 6 13 49 16 28 48 17 47 43 19 10 63 44 9 39
tai64c,STEEPEST,1865994,38 43 21 30 16 33 45 20 57 3 18 11 49 6 60 41 58 35 54 56 62 63 31 8 19 7 61 2 22 1 15 14 37 59 26 52 53 46 40 13 4 55 27 9 47 50 10 24 17 29 42 23 44 28 25 36 39 0 32 48 5 34 51 12
tai64c,STEEPEST,1875764,8 27 44 45 5 58 62 31 55 60 0 54 43 28 3 42 40 22 41 30 7 32 61 59 39 11 37 33 63 25 20 12 38 16 47 10 35 9 14 36 13 57 26 46 50 15 21 23 18 2 19 4 34 1 48 6 51 56 24 53 29 52 17 49
tai64c,STEEPEST,1858710,9 51 61 13 5 58 57 25 26 54 0 46 24 59 10 48 12 33 22 60 6 38 49 23 27 50 52 15 21 45 1 63 20 39 8 17 41 19 55 32 3 31 62 42 7 53 2 16 18 14 11 29 36 34 30 56 40 28 47 44 37 43 4 35
tai64c,STEEPEST,1857646,42 47 28 37 35 63 61 59 1 43 0 34 36 10 16 57 26 31 27 23 45 62 29 13 30 19 2 60 4 17 3 58 5 44 32 41 51 33 21 38 39 22 52 6 55 53 7 54 25 8 24 48 15 40 14 20 56 49 50 11 18 9 46 12
tai64c,STEEPEST,1857646,19 22 37 27 28 60 54 33 31 5 13 10 29 11 16 41 43 42 52 35 34 21 49 12 23 0 39 18 4 30 57 20 59 51 48 56 53 36 7 24 2 15 9 26 1 50 32 63 25 45 58 17 47 40 14 61 6 38 55 8 62 44 3 46
tai64c,STEEPEST,1860942,13 41 24 51 21 59 30 22 12 19 7 48 0 28 1 15 26 32 36 50 58 44 38 37 16 8 62 47 10 40 2 42 63 39 31 34 14 29 55 27 5 56 11 20 43 3 53 60 57 46 18 23 25 35 33 49 17 45 9 52 6 54 61 4
tai64c,STEEPEST,1865994,56 9 27 8 22 47 2 21 16 19 53 59 61 42 62 60 46 32 34 10 58 11 55 6 13 0 40 44 50 48 63 33 26 29 51 4 36 3 39 5 24 57 41 28 18 30 35 23 7 43 12 31 25 1 49 37 15 38 20 14 52 54 45 17
tai64c,STEEPEST,1856396,38 27 28 56 32 54 46 39 16 7 48 2 53 52 12 49 47 60 23 25 30 31 63 62 20 59 4 51 24 11 43 0 29 61 17 19 33 36 42 34 41 8 57 1 37 5 26 3 58 15 22 40 45 13 55 50 14 35 10 18 21 9 44 6
tai64c,STEEPEST,1867264,45 50 36 7 49 5 19 47 38 12 51 18 20 55 53 9 39 59 60 15 14 1 17 33 8 31 48 3 61 42 13 41 43 29 56 16 23 40 4 63 10 26 0 24 6 21 32 35 30 22 52 62 54 27 11 25 58 2 28 57 37 44 46 34
tai64c,STEEPEST,1860348,62 21 45 32 16 46 41 22 10 35 12 36 31 3 24 49 52 26 18 15 60 40 30 58 59 39 27 5 61 2 48 7 63 1 19 43 54 50 57 20 51 33 28 9 56 14 0 42 44 4 38 23 34 29 25 47 53 13 17 11 55 8 37 6
tai64c,STEEPEST,1863678,59 11 63 39 30 10 53 2 57 60 33 58 18 50 34 38 29 26 8 52 9 46 0 36 4 25 23 49 17 22 54 55 13 37 7 61 20 48 12 32 40 15 41 42 5 45 28 43 16 3 51 14 19 56 1 21 62 35 44 6 24 27 47 31
tai64c,STEEPEST,1859480,44 20 53 46 49 13 33 61 0 35 7 54 21 23 12 22 41 45 42 18 9 25 38 34 17 6 56 62 59 27 8 19 55 57 28 16 11 63 30 14 1 37 2 39 32 60 5 50 24 31 52 29 58 26 15 43 36 47 3 40 10 51 48 4
tai64c,STEEPEST,1861832,4 49 24 35 20 23 58 57 13 17 0 48 3 15 10 47 18 25 39 34 22 42 14 44 12 19 7 60 62 2 55 56 45 50 53 29 51 43 27 32 9 52 5 59 1 33 11 16 41 61 30 37 40 38 46 31 21 54 8 63 26 36 6 28
tai64c,STEEPEST,1863794,40 59 30 21 23 11 54 31 2 28 7 48 27 17 55 47 43 50 25 34 1 32 10 41 56 49 8 44 18 22 24 19 13 36 38 33 14 0 35 4 16 5 53 6 61 51 37 52 45 15 63 26 42 29 9 62 12 20 58 3 60 57 39 46
tai64c,STEEPEST,1864686,0 39 32 27 7 51 48 24 60 35 4 61 63 37 2 21 19 33 15 43 34 29 50 59 12 45 5 36 10 56 38 54 47 58 49 18 46 53 8 14 62 6 23 3 40 17 55 22 30 42 13 25 41 1 44 11 26 57 9 28 31 20 52 16
tai64c,STEEPEST,1857646,21 42 8 25 16 58 63 3 28 43 50 26 22 1 29 33 51 5 19 0 60 39 18 52 59 46 15 31 54 10 27 4 45 12 40 36 53 32 24 20 38 17 14 2 34 7 48 57 47 6 44 49 41 61 37 9 13 35 55 30 11 56 23 62
tai64c,STEEPEST,1875764,20 2 34 9 37 27 15 38 51 49 61 16 63 14 44 52 53 7 18 4 36 0 56 3 30 55 60 39 24 45 32 58 59 46 12 17 25 40 1 26 11 23 31 13 10 47 19 33 42 21 8 57 43 50 22 35 48 28 54 29 62 5 41 6
tai64c,STEEPEST,1857646,7 20 43 24 62 42 3 22 60 53 12 16 10 61 54 28 37 38 44 31 55 18 23 6 57 9 26 52 8 13 29 19 32 59 63 21 48 33 4 15 0 50 1 39 25 34 49 36 51 40 17 14 2 46 11 35 41 58 5 56 30 45 27 47
tai64c,STEEPEST,1857646,37 53 34 56 20 41 10 40 12 42 5 23 27 49 58 15 14 43 36 30 3 38 0 16 60 1 35 44 48 31 50 17 33 18 52 61 6 59 25 2 22 28 8 57 54 51 63 29 9 21 62 26 46 13 11 47 32 39 7 45 4 24 19 55
tai64c,STEEPEST,1860348,46 18 16 37 47 25 43 41 34 36 32 9 19 11 48 1 49 5 55 54 39 27 22 40 15 38 50 51 8 61 42 3 59 6 29 52 58 62 53 56 35 30 31 2 26 0 60 12 45 17 33 28 57 23 44 24 7 20 4 21 13 10 14 63
tai64c,STEEPEST,1857646,5 54 47 19 14 38 48 29 15 33 25 7 44 1 16 36 55 4 57 41 40 35 63 11 21 34 50 2 58 42 59 20 51 32 62 45 46 12 22 9 53 3 43 8 27 18 13 26 23 30 28 37 61 60 56 10 39 31 0 49 17 6 52 24
tai64c,STEEPEST,1859480,0 19 2 23 5 29 30 35 55 48 17 57 60 27 47 25 63 38 11 41 45 10 21 9 52 36 44 16 15 28 46 32 7 18 49 26 12 13 8 20 58 43 1 42 24 31 14 62 4 39 33 51 3 40 50 53 56 34 37 59 61 22 6 54
tai64c,STEEPEST,1864686,17 42 15 51 52 6 19 8 27 5 53 1 59 31 40 33 28 43 13 62 48 49 7 60 12 25 10 14 0 20 47 57 32 44 24 18 41 39 35 61 56 22 11 63 58 16 9 30 2 34 21 23 3 38 50 29 46 37 4 26 45 54 36 55
tai64c,STEEPEST,1876252,61 57 31 51 26 21 2 25 4 24 7 16 11 44 40 58 63 43 47 17 13 45 23 29 20 3 62 0 22 10 14 6 49 54 33 59 32 42 60 36 55 30 8 18 27 15 1 56 9 48 52 34 12 39 46 38 28 41 5 50 53 19 37 35
tai64c,STEEPEST,1857646,40 42 11 41 1 53 27 63 6 49 62 13 30 20 10 50 55 26 56 7 43 39 48 32 3 25 46 21 35 12 51 47 60 52 9 31 17 57 19 44 14 61 54 34 2 22 4 45 5 23 0 37 18 29 58 24 33 38 36 15 28 59 8 16
tai64c,STEEPEST,1857646,21 30 43 58 9 45 4 18 49 8 60 38 40 32 24 46 22 25 62 55 11 14 61 3 26 20 10 41 34 33 17 23 0 37 29 47 13 16 6 54 59 28 7 15 5 50 36 35 57 39 31 27 56 53 12 48 1 19 2 52 51 44 42 63
tai64c,STEEPEST,1856396,53 5 15 45 39 9 47 61 21 20 19 4 27 29 63 12 17 56 23 25 51 62 18 57 14 6 30 3 24 7 50 40 36 59 41 44 42 22 55 8 35 2 28 1 52 11 58 49 37 26 43 54 32 13 34 38 46 60 48 10 33 31 16 0
tai64c,STEEPEST,1855928,61 26 57 6 20 18 27 36 12 62 63 60 53 11 19 51 48 45 9 39 38 59 14 55 30 52 44 40 2 16 33 5 43 10 54 37 56 17 35 32 31 13 24 7 42 1 49 3 15 41 47 28 58 29 46 22 34 8 21 25 50 4 23 0
tai64c,STEEPEST,1855928,48 36 33 63 53 57 9 24 11 43 4 38 10 14 21 62 40 15 52 50 61 41 39 23 3 32 8 30 19 26 2 37 27 49 44 34 12 31 28 59 25 60 7 47 51 58 55 1 22 29 45 42 18 5 56 20 0 17 16 6 35 54 46 13
tai64c,STEEPEST,1865494,32 1 29 8 47 43 33 62 55 13 56 38 44 4 39 57 50 31 9 40 41 28 51 0 19 14 24 53 21 2 25 27 61 7 17 10 52 18 34 46 63 16 59 45 60 11 15 3 42 58 5 26 23 36 35 54 30 22 20 49 48 12 37 6
tai64c,STEEPEST,1857646,34 44 42 19 62 50 37 12 40 60 5 63 26 10 14 35 1 52 24 61 41 47 55 16 23 56 28 17 4 45 3 21 0 39 9 30 49 20 27 57 13 33 51 25 2 31 15 46 6 58 32 48 18 38 7 36 22 53 8 59 11 29 54 43
tai64c,STEEPEST,1860942,58 8 15 11 17 4 59 20 33 23 53 47 36 54 18 22 61 9 46 3 40 50 38 12 49 24 57 63 37 0 30 43 42 21 31 10 27 26 13 5 48 7 44 45 56 51 14 41 62 60 28 1 25 6 29 34 55 19 52 16 39 32 35 2
tai64c,STEEPEST,1864686,46 53 6 48 62 29 50 55 5 22 18 44 32 1 60 31 43 45 56 10 38 28 57 37 30 7 13 21 19 52 9 54 14 33 39 2 24 16 61 51 8 41 20 15 27 0 63 42 35 47 3 58 34 26 23 59 12 25 49 17 11 36 4 40
tai64c,STEEPEST,1864686,28 13 4 18 29 54 17 46 39 22 62 37 9 15 56 3 45 6 42 20 32 21 47 58 60 40 26 8 57 10 14 2 23 5 24 59 36 50 41 33 48 16 31 43 7 44 38 1 52 35 11 53 34 63 61 27 12 25 55 30 49 0 51 19
tai64c,STEEPEST,1857646,24 51 12 26 1 22 62 60 11 49 37 13 32 27 9 45 63 16 28 47 0 59 41 54 7 44 10 36 48 18 31 21 35 29 46 33 8 15 2 50 56 3 40 61 25 20 30 14 23 55 34 4 42 58 6 38 5 17 19 53 57 43 52 39
tai64c,STEEPEST,1867264,21 45 37 18 36 11 29 20 26 51 7 14 46 25 52 54 0 33 40 50 1 42 3 55 60 32 8 57 39 19 56 61 23 44 47 41 5 48 22 9 59 6 27 35 58 31 16 62 43 34 63 4 30 12 38 49 28 2 15 17 53 24 13 10
tai64c,STEEPEST,1865494,58 30 16 34 32 49 63 27 5 19 62 56 1 40 28 35 60 18 8 61 15 53 9 45 6 21 59 52 10 42 57 48 51 55 31 17 22 33 29 43 46 14 2 54 39 3 44 0 24 25 50 20 38 23 26 37 41 11 36 4 47 7 13 12
tai64c,STEEPEST,1859480,34 36 7 27 62 57 40 43 2 55 61 47 50 3 58 54 56 13 8 29 59 19 51 49 12 44 28 48 0 26 5 18 38 21 37 22 16 32 60 15 20 46 6 41 1 25 33 9 45 53 31 14 24 35 17 52 11 63 39 23 4 42 10 30
tai64c,STEEPEST,1860348,21 11 37 28 40 14 35 41 34 29 53 24 9 47 5 23 60 1 44 30 61 20 52 62 48 58 25 6 18 8 31 10 54 27 59 63 33 51 55 46 32 0 45 4 38 50 56 2 39 16 49 36 26 3 42 17 57 19 15 7 13 22 43 12
tai64c,STEEPEST,1863794,59 25 49 19 7 63 61 52 57 20 11 21 46 58 3 39 5 22 32 60 9 43 34 47 55 41 33 56 53 18 1 48 24 4 16 12 62 27 36 35 13 50 14 31 29 38 23 8 42 15 30 2 28 10 45 37 40 6 44 26 54 51 17 0
tai64c,STEEPEST,1859480,3 43 1 33 22 26 11 62 63 32 27 25 16 30 36 58 31 8 61 24 4 17 12 47 45 35 59 46 39 57 19 29 9 60 10 15 51 21 0 13 44 41 14 40 7 37 18 55 53 28 2 56 23 49 50 5 54 34 52 20 6 38 48 42
tai64c,STEEPEST,1863678,41 3 14 24 31 49 57 36 29 26 53 10 50 48 56 1 42 33 54 16 44 5 27 45 63 25 4 55 60 37 59 6 40 23 20 32 2 15 38 43 12 18 7 62 17 35 11 47 51 39 58 19 34 28 21 52 30 61 22 9 46 8 13 0
tai64c,STEEPEST,1858710,18 30 27 42 62 55 20 54 6 19 4 17 7 16 2 35 26 44 39 59 33 32 14 57 13 53 0 60 34 8 40 11 36 15 45 63 21 51 37 61 24 10 43 12 23 58 1 46 47 25 50 48 31 29 38 49 41 22 5 52 28 3 56 9
tai64c,STEEPEST,1864686,50 52 13 11 20 56 4 30 7 48 28 60 37 55 19 44 39 49 2 18 31 9 47 27 24 21 23 57 46 14 17 3 34 8 43 0 62 1 38 32 54 42 45 33 51 41 59 6 63 36 10 40 22 12 26 61 5 15 53 25 58 35 16 29
tai64c,STEEPEST,1859480,63 13 19 38 20 50 25 37 32 1 47 4 26 34 9 57 24 41 59 14 40 60 29 17 46 53 21 12 43 0 23 6 62 3 16 55 52 31 39 42 44 36 30 15 10 35 61 11 27 7 54 48 49 22 33 51 28 58 56 8 18 2 45 5
tai64c,STEEPEST,1863794,35 47 17 40 62 50 13 10 61 21 43 7 60 1 63 32 45 0 59 58 20 26 54 12 15 49 44 27 5 14 52 33 41 3 42 55 30 36 4 23 57 29 19 2 48 38 51 39 8 28 18 53 16 22 6 25 24 37 11 34 9 56 46 31
tai64c,STEEPEST,1858710,29 48 4 54 32 44 2 61 9 20 56 23 7 24 49 22 25 53 5 30 39 40 12 33 0 28 52 31 47 19 62 15 57 63 55 42 8 35 38 26 1 36 6 27 41 60 11 59 21 45 18 34 3 43 16 50 10 13 14 17 51 37 46 58
tai64c,STEEPEST,1863678,59 38 5 28 37 34 17 60 9 44 31 19 11 20 10 52 18 33 48 23 51 49 39 16 32 12 41 3 22 7 54 53 58 50 13 57 45 40 36 8 21 1 46 42 29 0 47 61 62 14 15 2 63 35 27 43 6 25 56 24 30 4 55 26
tai64c,STEEPEST,1863678,55 42 25 34 19 48 36 12 43 16 4 31 0 41 39 37 8 57 22 28 21 58 11 51 46 18 52 2 59 26 53 38 30 13 15 63 50 23 7 32 10 29 3 60 6 61 35 54 24 62 49 47 44 17 1 14 27 5 33 40 9 56 45 20
tai64c,STEEPEST,1857646,11 59 30 19 22 18 4 21 60 61 44 7 49 56 26 13 3 16 15 47 46 1 35 31 17 43 12 63 36 53 33 58 20 34 55 32 2 45 8 50 10 28 5 29 24 14 54 51 38 62 52 23 27 57 9 40 39 37 0 25 6 48 41 42
tai64c,STEEPEST,1863678,48 45 20 46 5 13 6 14 3 23 1 21 34 38 49 17 19 56 59 41 39 4 28 60 2 26 54 42 61 52 62 15 50 24 9 47 10 37 11 30 0 57 55 33 63 43 44 29 58 31 36 8 16 40 12 25 18 7 22 35 32 51 27 53
tai64c,STEEPEST,1864686,21 16 12 17 24 44 58 4 50 56 55 31 1 33 38 57 13 3 59 35 39 41 7 23 29 52 20 30 0 46 36 47 60 62 8 45 40 22 42 5 49 25 54 63 18 9 43 61 48 10 34 11 27 37 14 2 26 15 51 32 19 6 53 28
tai64c,STEEPEST,1874830,29 37 19 33 56 35 36 53 4 39 5 16 7 40 10 49 57 41 50 34 17 63 59 13 46 9 22 20 51 12 26 48 31 30 62 54 32 21 55 27 11 23 1 38 3 14 0 43 58 60 25 61 18 47 15 44 42 2 45 28 6 52 8 24
